start_time_ticks,duration_ticks,midi_number,velocity,note_name,frequency_hz,original_mz,original_intensity,retention_time,start_time_seconds,duration_seconds
7920,720,74,20,D,587.3295358348151,632.0,21766.0,0.08310552214324768,9.9,0.9
8040,960,82,27,A#,932.3275230361797,431.0,58067288.0,0.0834180686636493,10.05,1.2
8400,960,62,20,D,293.6647679174076,924.0,1822052.0,0.08719595112271575,10.5,1.2
8640,960,74,20,D,587.3295358348151,642.9999999999999,1124370.0,0.08989879919292681,10.8,1.2
8760,960,92,22,G#,1661.2187903197803,159.0,22796580.0,0.09171103426345774,10.95,1.2
9360,720,92,20,G#,1661.2187903197803,162.99999999999997,242726.0,0.09810476346964597,11.7,0.9
9360,960,92,20,G#,1661.2187903197803,144.00000000000003,3298629.0,0.09752093634568022,11.7,1.2
9360,720,74,20,D,587.3295358348151,635.0000000000002,418847.0,0.09721709365530577,11.7,0.9
9360,960,74,20,D,587.3295358348151,653.0000000000001,932641.0,0.09796796276847373,11.7,1.2
9600,960,72,20,C,523.2511306011972,694.9999999999999,157599.0,0.10058774237600643,12.0,1.2
9720,960,84,20,C,1046.5022612023945,377.0,1548254.0,0.1007640612282772,12.15,1.2
9840,960,90,26,F#,1479.9776908465376,221.0,49542651.0,0.10294440380898563,12.3,1.2
9840,960,92,20,G#,1661.2187903197803,165.0,975900.0,0.1025247956338238,12.3,1.2
9840,960,94,20,A#,1864.6550460723597,111.0,40272.0,0.10306540728079133,12.3,1.2
9960,960,94,20,A#,1864.6550460723597,118.00000000000001,5590721.0,0.10432039969738545,12.45,1.2
9960,960,94,20,A#,1864.6550460723597,85.0,71927.0,0.10370931258952232,12.45,1.2
9960,960,70,20,A#,466.16376151808987,711.0,23013.0,0.10333515582285402,12.45,1.2
10080,960,94,20,A#,1864.6550460723597,120.0,620943.0,0.10562497631261553,12.6,1.2
10200,960,78,20,F#,739.9888454232688,537.0000000000001,3833369.0,0.10679151361306542,12.75,1.2
10200,960,92,20,G#,1661.2187903197803,173.99999999999997,4751496.0,0.10636989996047844,12.75,1.2
10320,960,78,20,F#,739.9888454232688,509.00000000000006,777810.0,0.10765885352397893,12.9,1.2
10440,960,76,21,E,659.2551138257398,567.0,14329709.0,0.10917460389399758,13.05,1.2
10920,960,80,20,G#,830.6093951598903,489.0,2883090.0,0.11420923128272702,13.65,1.2
11040,960,90,20,F#,1479.9776908465376,220.0,633630.0,0.11498832346038618,13.8,1.2
11280,960,74,20,D,587.3295358348151,608.9999999999999,814074.0,0.1178284990683575,14.1,1.2
11400,960,74,20,D,587.3295358348151,631.0,787421.0,0.11850967678180141,14.25,1.2
11880,960,78,20,F#,739.9888454232688,533.0,435641.0,0.12344883008684265,14.85,1.2
12120,960,92,20,G#,1661.2187903197803,162.00000000000003,435131.0,0.1257052345060332,15.15,1.2
12240,960,74,22,D,587.3295358348151,624.0,17189230.0,0.1271018463868214,15.3,1.2
12240,720,78,20,F#,739.9888454232688,538.0000000000001,654043.0,0.12741338269077332,15.3,0.9
12240,960,74,20,D,587.3295358348151,625.0,1724937.0,0.12787440022932156,15.3,1.2
12720,960,72,20,C,523.2511306011972,667.0,2039855.0,0.13260791343219852,15.9,1.2
12960,960,82,20,A#,932.3275230361797,432.0,7221297.0,0.13517724622685576,16.2,1.2
12960,960,88,21,E,1318.5102276514797,237.0,8492159.0,0.13458690240274546,16.2,1.2
13320,960,86,20,D,1174.65907166963,328.00000000000006,5586175.0,0.13861754470036106,16.65,1.2
13320,960,92,20,G#,1661.2187903197803,181.0,620799.0,0.13872702371349477,16.65,1.2
13320,960,90,20,F#,1479.9776908465376,203.0,1108328.0,0.1391582404332452,16.65,1.2
13440,960,92,20,G#,1661.2187903197803,166.00000000000003,388470.0,0.14035024592067555,16.8,1.2
13680,960,74,20,D,587.3295358348151,651.0,760822.0,0.14202018751498,17.1,1.2
14040,960,88,22,E,1318.5102276514797,236.0,18225713.0,0.1464033800421457,17.55,1.2
14160,960,90,20,F#,1479.9776908465376,234.00000000000003,800485.0,0.1478959319950006,17.7,1.2
14280,960,74,86,D,587.3295358348151,622.0,530242324.0,0.1487534169114308,17.85,1.2
14280,960,74,32,D,587.3295358348151,623.0,97825746.0,0.14984280608640177,17.85,1.2
14520,480,78,20,F#,739.9888454232688,535.0,109189.0,0.15089113618587452,18.15,0.6
